Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BigBasket,Chrome 72.0.3626.119,,2019-03-06 12:18:25,2019-03-06 12:25:06,6m - 41.181s,ERROR
,,,,,,
Test Cases/BigBasket/RemoveItemFromBasket,Chrome 72.0.3626.119,,2019-03-06 12:18:25,2019-03-06 12:18:56,30.255s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.119,,2019-03-06 12:18:25,2019-03-06 12:18:25,0.018s,PASSED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-03-06 12:18:26,2019-03-06 12:18:31,5.409s,PASSED
"navigateToUrl(""https://www.bigbasket.com/"")",Chrome 72.0.3626.119,,2019-03-06 12:18:31,2019-03-06 12:18:38,7.250s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/a_Login""))",Chrome 72.0.3626.119,,2019-03-06 12:18:38,2019-03-06 12:18:39,0.383s,PASSED
"setText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_OR_email""), ""nivedita.hbti@gmail.com"")",Chrome 72.0.3626.119,,2019-03-06 12:18:39,2019-03-06 12:18:40,1.052s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_Please enter valid email""), ""LqVTzjb8H0GS29zWb5N07g=="")",Chrome 72.0.3626.119,,2019-03-06 12:18:40,2019-03-06 12:18:40,0.487s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/button_LOGIN""))",Chrome 72.0.3626.119,,2019-03-06 12:18:40,2019-03-06 12:18:40,0.119s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/span_UserAccount""), 15)",Chrome 72.0.3626.119,,2019-03-06 12:18:40,2019-03-06 12:18:44,3.240s,PASSED
"items = getText(findTestObject(""Object Repository/BigBasket/Page_Online Grocery Shopping and On/span_0 items""))",Chrome 72.0.3626.119,,2019-03-06 12:18:44,2019-03-06 12:18:44,0.241s,PASSED
"count = Integer.parseInt(replace("" items"", """").trim())",Chrome 72.0.3626.119,,2019-03-06 12:18:44,2019-03-06 12:18:44,0.007s,PASSED
"println(""Count is : "" + count)",Chrome 72.0.3626.119,,2019-03-06 12:18:44,2019-03-06 12:18:44,0.005s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/span_UserAccount""))",Chrome 72.0.3626.119,,2019-03-06 12:18:44,2019-03-06 12:18:44,0.147s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/a_My Basket No Items""))",Chrome 72.0.3626.119,,2019-03-06 12:18:44,2019-03-06 12:18:54,10.024s,PASSED
waitForPageLoad(15),Chrome 72.0.3626.119,,2019-03-06 12:18:54,2019-03-06 12:18:54,0.053s,PASSED
driver = getWebDriver(),Chrome 72.0.3626.119,,2019-03-06 12:18:54,2019-03-06 12:18:54,0.011s,PASSED
if (count > 0),Chrome 72.0.3626.119,,2019-03-06 12:18:54,2019-03-06 12:18:54,0.001s,PASSED
Thread.sleep(1000),Chrome 72.0.3626.119,,2019-03-06 12:18:54,2019-03-06 12:18:55,1.014s,PASSED
closeBrowser(),Chrome 72.0.3626.119,,2019-03-06 12:18:55,2019-03-06 12:18:55,0.267s,PASSED
Start listener action : sampleAfterTestCase,Chrome 72.0.3626.119,,2019-03-06 12:18:55,2019-03-06 12:18:56,0.004s,PASSED
,,,,,,
Test Cases/BigBasket/LoginAndAddToCart,Chrome 72.0.3626.119,,2019-03-06 12:18:56,2019-03-06 12:19:24,28.178s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.119,,2019-03-06 12:18:56,2019-03-06 12:18:56,0.003s,PASSED
"openBrowser("""")",Chrome 72.0.3626.119,,2019-03-06 12:18:56,2019-03-06 12:18:58,1.685s,PASSED
"navigateToUrl(""https://www.bigbasket.com/"")",Chrome 72.0.3626.119,,2019-03-06 12:18:58,2019-03-06 12:19:02,4.810s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/a_Login""))",Chrome 72.0.3626.119,,2019-03-06 12:19:02,2019-03-06 12:19:03,0.267s,PASSED
