Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Invoices,Chrome 74.0.3729.169,,2019-06-17 16:13:39,2019-06-17 16:13:51,12.567s,FAILED
,,,,,,
Test Cases/Lemoney/Setup and TearDown/Setup,Chrome 74.0.3729.169,,2019-06-17 16:13:39,2019-06-17 16:13:48,8.521s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 74.0.3729.169,,2019-06-17 16:13:39,2019-06-17 16:13:39,0.049s,PASSED
Start setup action : setUp,Chrome 74.0.3729.169,,2019-06-17 16:13:39,2019-06-17 16:13:47,7.940s,PASSED
"waitForElementPresent(findTestObject(""Lemoney/Setup/Logout/img_profileImage""), 10)",Chrome 74.0.3729.169,,2019-06-17 16:13:47,2019-06-17 16:13:48,0.434s,PASSED
Start listener action : sampleAfterTestCase,Chrome 74.0.3729.169,,2019-06-17 16:13:48,2019-06-17 16:13:48,0.009s,PASSED
,,,,,,
Test Cases/Lemoney/Invoices/Receivables,Chrome 74.0.3729.169,,2019-06-17 16:13:48,2019-06-17 16:13:50,2.251s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 74.0.3729.169,,2019-06-17 16:13:48,2019-06-17 16:13:48,0.005s,PASSED
"listInvoiceHeaders = findWebElements(findTestObject(""Object Repository/Lemoney/Invoices/Receivables/tableHeaders_Invoices""), 10)",Chrome 74.0.3729.169,,2019-06-17 16:13:48,2019-06-17 16:13:48,0.042s,PASSED
"if (getText().equalsIgnoreCase(""Invoice Date""))",Chrome 74.0.3729.169,,2019-06-17 16:13:48,2019-06-17 16:13:49,0.053s,PASSED
"if (getText().equalsIgnoreCase(""Particulars""))",Chrome 74.0.3729.169,,2019-06-17 16:13:49,2019-06-17 16:13:49,0.025s,PASSED
"if (getText().equalsIgnoreCase(""Due Date""))",Chrome 74.0.3729.169,,2019-06-17 16:13:49,2019-06-17 16:13:49,0.025s,PASSED
"if (getText().equalsIgnoreCase(""Status""))",Chrome 74.0.3729.169,,2019-06-17 16:13:49,2019-06-17 16:13:49,0.031s,PASSED
"if (getText().equalsIgnoreCase(""Amount Due""))",Chrome 74.0.3729.169,,2019-06-17 16:13:49,2019-06-17 16:13:49,0.027s,PASSED
"listInvoiceDate = findWebElements(findTestObject(""Object Repository/Lemoney/Invoices/Receivables/tableRows_InvoiceDate""), 10)",Chrome 74.0.3729.169,,2019-06-17 16:13:49,2019-06-17 16:13:49,0.026s,PASSED
"for ([i = 0, i < listInvoiceDate.size(), (i++)])",Chrome 74.0.3729.169,,2019-06-17 16:13:49,2019-06-17 16:13:49,0.165s,PASSED
