Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BigBasket,Chrome 72.0.3626.109,,2019-02-25 16:36:05,2019-02-25 16:37:16,1m - 11.387s,FAILED
,,,,,,
Test Cases/BigBasket/CheckOut,Chrome 72.0.3626.109,,2019-02-25 16:36:06,2019-02-25 16:36:58,52.633s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.109,,2019-02-25 16:36:06,2019-02-25 16:36:06,0.014s,PASSED
"openBrowser("""")",Chrome 72.0.3626.109,,2019-02-25 16:36:06,2019-02-25 16:36:10,3.459s,PASSED
"navigateToUrl(""https://www.bigbasket.com/"")",Chrome 72.0.3626.109,,2019-02-25 16:36:10,2019-02-25 16:36:17,7.258s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/a_Login""))",Chrome 72.0.3626.109,,2019-02-25 16:36:17,2019-02-25 16:36:18,0.446s,PASSED
"setText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_OR_email""), ""nivedita.hbti@gmail.com"")",Chrome 72.0.3626.109,,2019-02-25 16:36:18,2019-02-25 16:36:19,1.124s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_Please enter valid email""), ""LqVTzjb8H0GS29zWb5N07g=="")",Chrome 72.0.3626.109,,2019-02-25 16:36:19,2019-02-25 16:36:19,0.544s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/button_LOGIN""))",Chrome 72.0.3626.109,,2019-02-25 16:36:19,2019-02-25 16:36:19,0.183s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/span_UserAccount""), 15)",Chrome 72.0.3626.109,,2019-02-25 16:36:19,2019-02-25 16:36:23,3.636s,PASSED
"setText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_Shop for Rs.or moreand g""), ""Daal"")",Chrome 72.0.3626.109,,2019-02-25 16:36:23,2019-02-25 16:36:25,1.676s,PASSED
Thread.sleep(1000),Chrome 72.0.3626.109,,2019-02-25 16:36:25,2019-02-25 16:36:26,1.010s,PASSED
waitForPageLoad(15),Chrome 72.0.3626.109,,2019-02-25 16:36:26,2019-02-25 16:36:26,0.067s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/SearchIcon""))",Chrome 72.0.3626.109,,2019-02-25 16:36:26,2019-02-25 16:36:28,2.086s,PASSED
waitForPageLoad(10),Chrome 72.0.3626.109,,2019-02-25 16:36:28,2019-02-25 16:36:28,0.063s,PASSED
"scrollToElement(findTestObject(""Object Repository/Page_Best Online Grocery Store in I/btn_ADD_item""), 10)",Chrome 72.0.3626.109,,2019-02-25 16:36:28,2019-02-25 16:36:33,4.981s,PASSED
"ele = findWebElements(findTestObject(""Object Repository/BigBasket/Basket/ADD button""), 15).get(1)",Chrome 72.0.3626.109,This is ADD button in Key word search results to add product to basket,2019-02-25 16:36:33,2019-02-25 16:36:33,0.090s,PASSED
"println(""ele............."" + ele)",Chrome 72.0.3626.109,,2019-02-25 16:36:33,2019-02-25 16:36:33,0.007s,PASSED
driver = getWebDriver(),Chrome 72.0.3626.109,,2019-02-25 16:36:33,2019-02-25 16:36:33,0.017s,PASSED
jse = driver,Chrome 72.0.3626.109,,2019-02-25 16:36:33,2019-02-25 16:36:33,0.003s,PASSED
"jse.executeScript(""arguments[0].click()"", ele)",Chrome 72.0.3626.109,,2019-02-25 16:36:33,2019-02-25 16:36:33,0.047s,PASSED
Thread.sleep(3000),Chrome 72.0.3626.109,,2019-02-25 16:36:33,2019-02-25 16:36:36,3.006s,PASSED
