Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BigBasket,Chrome 72.0.3626.109,,2019-02-22 10:07:37,2019-02-22 10:10:10,2m - 33.373s,ERROR
,,,,,,
Test Cases/BigBasket/RemoveItemFromBasket,Chrome 72.0.3626.109,,2019-02-22 10:07:37,2019-02-22 10:08:10,32.783s,ERROR
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.109,,2019-02-22 10:07:37,2019-02-22 10:07:37,0.024s,PASSED
"openBrowser("""")",Chrome 72.0.3626.109,,2019-02-22 10:07:38,2019-02-22 10:07:42,3.709s,PASSED
"navigateToUrl(""https://www.bigbasket.com/"")",Chrome 72.0.3626.109,,2019-02-22 10:07:42,2019-02-22 10:07:47,5.503s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/a_Login""))",Chrome 72.0.3626.109,,2019-02-22 10:07:47,2019-02-22 10:07:48,0.552s,PASSED
"setText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_OR_email""), ""nivedita.hbti@gmail.com"")",Chrome 72.0.3626.109,,2019-02-22 10:07:48,2019-02-22 10:07:49,1.098s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_Please enter valid email""), ""LqVTzjb8H0GS29zWb5N07g=="")",Chrome 72.0.3626.109,,2019-02-22 10:07:49,2019-02-22 10:07:49,0.520s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/button_LOGIN""))",Chrome 72.0.3626.109,,2019-02-22 10:07:49,2019-02-22 10:07:49,0.150s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/span_UserAccount""), 15)",Chrome 72.0.3626.109,,2019-02-22 10:07:49,2019-02-22 10:07:54,4.350s,PASSED
"items = getText(findTestObject(""Object Repository/BigBasket/Page_Online Grocery Shopping and On/span_0 items""))",Chrome 72.0.3626.109,,2019-02-22 10:07:54,2019-02-22 10:07:54,0.097s,PASSED
"count = Integer.parseInt(replace("" items"", """").trim())",Chrome 72.0.3626.109,,2019-02-22 10:07:54,2019-02-22 10:07:54,0.005s,PASSED
"println(""Count is : "" + count)",Chrome 72.0.3626.109,,2019-02-22 10:07:54,2019-02-22 10:07:54,0.009s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/span_UserAccount""))",Chrome 72.0.3626.109,,2019-02-22 10:07:54,2019-02-22 10:07:54,0.167s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/a_My Basket No Items""))",Chrome 72.0.3626.109,,2019-02-22 10:07:54,2019-02-22 10:08:04,10.125s,PASSED
waitForPageLoad(15),Chrome 72.0.3626.109,,2019-02-22 10:08:04,2019-02-22 10:08:04,0.102s,PASSED
driver = getWebDriver(),Chrome 72.0.3626.109,,2019-02-22 10:08:04,2019-02-22 10:08:04,0.008s,PASSED
if (count > 0),Chrome 72.0.3626.109,,2019-02-22 10:08:04,2019-02-22 10:08:05,0.520s,PASSED
Thread.sleep(5000),Chrome 72.0.3626.109,,2019-02-22 10:08:05,2019-02-22 10:08:10,5.007s,PASSED
"ele1 = findWebElement(findTestObject(""Object Repository/BigBasket/Basket/button_CONTINUE SHOPPING""), 15)",Chrome 72.0.3626.109,,2019-02-22 10:08:10,2019-02-22 10:08:10,0.135s,PASSED
ele1.click(),Chrome 72.0.3626.109,,2019-02-22 10:08:10,2019-02-22 10:08:10,0.174s,ERROR
Start listener action : sampleAfterTestCase,Chrome 72.0.3626.109,,2019-02-22 10:08:10,2019-02-22 10:08:10,0.006s,PASSED
,,,,,,
Test Cases/BigBasket/LoginAndAddToCart,Chrome 72.0.3626.109,,2019-02-22 10:08:10,2019-02-22 10:08:43,33.060s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.109,,2019-02-22 10:08:10,2019-02-22 10:08:10,0.010s,PASSED
"openBrowser("""")",Chrome 72.0.3626.109,,2019-02-22 10:08:11,2019-02-22 10:08:12,1.769s,PASSED
"navigateToUrl(""https://www.bigbasket.com/"")",Chrome 72.0.3626.109,,2019-02-22 10:08:12,2019-02-22 10:08:19,6.479s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/a_Login""))",Chrome 72.0.3626.109,,2019-02-22 10:08:19,2019-02-22 10:08:19,0.296s,PASSED
"setText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_OR_email""), ""nivedita.hbti@gmail.com"")",Chrome 72.0.3626.109,,2019-02-22 10:08:19,2019-02-22 10:08:20,1.043s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_Please enter valid email""), ""LqVTzjb8H0GS29zWb5N07g=="")",Chrome 72.0.3626.109,,2019-02-22 10:08:20,2019-02-22 10:08:20,0.368s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/button_LOGIN""))",Chrome 72.0.3626.109,,2019-02-22 10:08:20,2019-02-22 10:08:21,0.152s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/span_UserAccount""), 15)",Chrome 72.0.3626.109,,2019-02-22 10:08:21,2019-02-22 10:08:25,4.840s,PASSED
"setText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_Shop for Rs.or moreand g""), ""Daal"")",Chrome 72.0.3626.109,,2019-02-22 10:08:25,2019-02-22 10:08:26,0.535s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/SearchIcon""), 10)",Chrome 72.0.3626.109,,2019-02-22 10:08:26,2019-02-22 10:08:26,0.051s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/SearchIcon""))",Chrome 72.0.3626.109,,2019-02-22 10:08:26,2019-02-22 10:08:29,3.428s,PASSED
waitForPageLoad(10),Chrome 72.0.3626.109,,2019-02-22 10:08:29,2019-02-22 10:08:30,0.062s,PASSED
"scrollToElement(findTestObject(""Object Repository/Page_Best Online Grocery Store in I/btn_ADD_item""), 10)",Chrome 72.0.3626.109,,2019-02-22 10:08:30,2019-02-22 10:08:33,3.099s,PASSED
