Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BigBasket,Chrome 72.0.3626.109,,2019-02-25 16:46:58,2019-02-25 16:49:01,2m - 3.685s,ERROR
,,,,,,
Test Cases/BigBasket/CheckOut,Chrome 72.0.3626.109,,2019-02-25 16:46:58,2019-02-25 16:48:04,1m - 5.551s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.109,,2019-02-25 16:46:58,2019-02-25 16:46:58,0.012s,PASSED
"openBrowser("""")",Chrome 72.0.3626.109,,2019-02-25 16:46:59,2019-02-25 16:47:03,3.860s,PASSED
"navigateToUrl(""https://www.bigbasket.com/"")",Chrome 72.0.3626.109,,2019-02-25 16:47:03,2019-02-25 16:47:18,15.168s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/a_Login""))",Chrome 72.0.3626.109,,2019-02-25 16:47:18,2019-02-25 16:47:19,0.404s,PASSED
"setText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_OR_email""), ""nivedita.hbti@gmail.com"")",Chrome 72.0.3626.109,,2019-02-25 16:47:19,2019-02-25 16:47:20,1.140s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_Please enter valid email""), ""LqVTzjb8H0GS29zWb5N07g=="")",Chrome 72.0.3626.109,,2019-02-25 16:47:20,2019-02-25 16:47:20,0.565s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/button_LOGIN""))",Chrome 72.0.3626.109,,2019-02-25 16:47:20,2019-02-25 16:47:20,0.184s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/span_UserAccount""), 15)",Chrome 72.0.3626.109,,2019-02-25 16:47:20,2019-02-25 16:47:25,4.603s,PASSED
"setText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_Shop for Rs.or moreand g""), ""Daal"")",Chrome 72.0.3626.109,,2019-02-25 16:47:25,2019-02-25 16:47:25,0.284s,PASSED
