Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BigBasket,Chrome 72.0.3626.109,,2019-02-22 18:49:22,2019-02-22 18:52:08,2m - 45.696s,ERROR
,,,,,,
Test Cases/BigBasket/RemoveItemFromBasket,Chrome 72.0.3626.109,,2019-02-22 18:49:22,2019-02-22 18:50:02,39.995s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.109,,2019-02-22 18:49:22,2019-02-22 18:49:22,0.013s,PASSED
"openBrowser("""")",Chrome 72.0.3626.109,,2019-02-22 18:49:23,2019-02-22 18:49:28,4.757s,PASSED
"navigateToUrl(""https://www.bigbasket.com/"")",Chrome 72.0.3626.109,,2019-02-22 18:49:28,2019-02-22 18:49:35,7.197s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/a_Login""))",Chrome 72.0.3626.109,,2019-02-22 18:49:35,2019-02-22 18:49:36,0.739s,PASSED
"setText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_OR_email""), ""nivedita.hbti@gmail.com"")",Chrome 72.0.3626.109,,2019-02-22 18:49:36,2019-02-22 18:49:37,1.786s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_Please enter valid email""), ""LqVTzjb8H0GS29zWb5N07g=="")",Chrome 72.0.3626.109,,2019-02-22 18:49:37,2019-02-22 18:49:38,0.646s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/button_LOGIN""))",Chrome 72.0.3626.109,,2019-02-22 18:49:38,2019-02-22 18:49:38,0.199s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/span_UserAccount""), 15)",Chrome 72.0.3626.109,,2019-02-22 18:49:38,2019-02-22 18:49:46,7.809s,PASSED
"items = getText(findTestObject(""Object Repository/BigBasket/Page_Online Grocery Shopping and On/span_0 items""))",Chrome 72.0.3626.109,,2019-02-22 18:49:46,2019-02-22 18:49:46,0.125s,PASSED
"count = Integer.parseInt(replace("" items"", """").trim())",Chrome 72.0.3626.109,,2019-02-22 18:49:46,2019-02-22 18:49:46,0.009s,PASSED
"println(""Count is : "" + count)",Chrome 72.0.3626.109,,2019-02-22 18:49:46,2019-02-22 18:49:46,0.004s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/span_UserAccount""))",Chrome 72.0.3626.109,,2019-02-22 18:49:46,2019-02-22 18:49:47,0.330s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/a_My Basket No Items""))",Chrome 72.0.3626.109,,2019-02-22 18:49:47,2019-02-22 18:50:00,13.756s,PASSED
waitForPageLoad(15),Chrome 72.0.3626.109,,2019-02-22 18:50:00,2019-02-22 18:50:00,0.068s,PASSED
driver = getWebDriver(),Chrome 72.0.3626.109,,2019-02-22 18:50:00,2019-02-22 18:50:00,0.009s,PASSED
if (count > 0),Chrome 72.0.3626.109,,2019-02-22 18:50:00,2019-02-22 18:50:01,0.650s,PASSED
Thread.sleep(1000),Chrome 72.0.3626.109,,2019-02-22 18:50:01,2019-02-22 18:50:02,1.013s,PASSED
closeBrowser(),Chrome 72.0.3626.109,,2019-02-22 18:50:02,2019-02-22 18:50:02,0.283s,PASSED
Start listener action : sampleAfterTestCase,Chrome 72.0.3626.109,,2019-02-22 18:50:02,2019-02-22 18:50:02,0.004s,PASSED
,,,,,,
Test Cases/BigBasket/LoginAndAddToCart,Chrome 72.0.3626.109,,2019-02-22 18:50:02,2019-02-22 18:50:35,32.979s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.109,,2019-02-22 18:50:02,2019-02-22 18:50:02,0.004s,PASSED
"openBrowser("""")",Chrome 72.0.3626.109,,2019-02-22 18:50:03,2019-02-22 18:50:04,1.619s,PASSED
"navigateToUrl(""https://www.bigbasket.com/"")",Chrome 72.0.3626.109,,2019-02-22 18:50:04,2019-02-22 18:50:13,8.005s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/a_Login""))",Chrome 72.0.3626.109,,2019-02-22 18:50:13,2019-02-22 18:50:13,0.341s,PASSED
"setText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_OR_email""), ""nivedita.hbti@gmail.com"")",Chrome 72.0.3626.109,,2019-02-22 18:50:13,2019-02-22 18:50:14,1.219s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_Please enter valid email""), ""LqVTzjb8H0GS29zWb5N07g=="")",Chrome 72.0.3626.109,,2019-02-22 18:50:14,2019-02-22 18:50:14,0.429s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/button_LOGIN""))",Chrome 72.0.3626.109,,2019-02-22 18:50:14,2019-02-22 18:50:15,0.139s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/span_UserAccount""), 15)",Chrome 72.0.3626.109,,2019-02-22 18:50:15,2019-02-22 18:50:18,3.620s,PASSED
"setText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_Shop for Rs.or moreand g""), ""Daal"")",Chrome 72.0.3626.109,,2019-02-22 18:50:18,2019-02-22 18:50:19,0.526s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/SearchIcon""), 10)",Chrome 72.0.3626.109,,2019-02-22 18:50:19,2019-02-22 18:50:19,0.055s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/SearchIcon""))",Chrome 72.0.3626.109,,2019-02-22 18:50:19,2019-02-22 18:50:23,4.635s,PASSED
waitForPageLoad(10),Chrome 72.0.3626.109,,2019-02-22 18:50:23,2019-02-22 18:50:26,2.457s,PASSED
"scrollToElement(findTestObject(""Object Repository/Page_Best Online Grocery Store in I/btn_ADD_item""), 10)",Chrome 72.0.3626.109,,2019-02-22 18:50:26,2019-02-22 18:50:27,0.759s,PASSED
driver = getWebDriver(),Chrome 72.0.3626.109,,2019-02-22 18:50:27,2019-02-22 18:50:27,0.002s,PASSED
"ele = driver.findElement(By.xpath(""(//button[@class='btn btn-add col-xs-9'][contains(text(),'Add')])[1]""))",Chrome 72.0.3626.109,This is ADD button in Key word search results to add product to basket,2019-02-22 18:50:27,2019-02-22 18:50:27,0.046s,PASSED
jse = driver,Chrome 72.0.3626.109,,2019-02-22 18:50:27,2019-02-22 18:50:27,0.001s,PASSED
"jse.executeScript(""arguments[0].click()"", ele)",Chrome 72.0.3626.109,,2019-02-22 18:50:27,2019-02-22 18:50:27,0.069s,PASSED
Thread.sleep(3000),Chrome 72.0.3626.109,,2019-02-22 18:50:27,2019-02-22 18:50:30,3.005s,PASSED
"bigBasketLogo = driver.findElement(By.xpath(""//div[@id='st-trigger-effects']/a[@title='Bigbasket']""))",Chrome 72.0.3626.109,,2019-02-22 18:50:30,2019-02-22 18:50:30,0.113s,PASSED
"jse.executeScript(""arguments[0].click()"", bigBasketLogo)",Chrome 72.0.3626.109,,2019-02-22 18:50:30,2019-02-22 18:50:32,2.445s,PASSED
waitForPageLoad(15),Chrome 72.0.3626.109,,2019-02-22 18:50:32,2019-02-22 18:50:32,0.066s,PASSED
Thread.sleep(1000),Chrome 72.0.3626.109,,2019-02-22 18:50:32,2019-02-22 18:50:33,1.005s,PASSED
"click(findTestObject(""Object Repository/Page_Best Online Grocery Store in I/noOfItemInBasket""))",Chrome 72.0.3626.109,,2019-02-22 18:50:33,2019-02-22 18:50:34,0.115s,PASSED
