Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BigBasket,Chrome 72.0.3626.121,,2019-03-07 13:06:29,2019-03-07 13:14:25,7m - 55.713s,FAILED
,,,,,,
Test Cases/BigBasket/RemoveItemFromBasket,Chrome 72.0.3626.121,,2019-03-07 13:06:30,2019-03-07 13:07:12,41.929s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.121,,2019-03-07 13:06:30,2019-03-07 13:06:30,0.027s,PASSED
"openBrowser("""")",Chrome 72.0.3626.121,,2019-03-07 13:06:32,2019-03-07 13:06:38,6.438s,PASSED
"navigateToUrl(""https://www.bigbasket.com/"")",Chrome 72.0.3626.121,,2019-03-07 13:06:38,2019-03-07 13:06:46,8.170s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/a_Login""))",Chrome 72.0.3626.121,,2019-03-07 13:06:46,2019-03-07 13:06:47,0.503s,PASSED
"setText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_OR_email""), ""nivedita.hbti@gmail.com"")",Chrome 72.0.3626.121,,2019-03-07 13:06:47,2019-03-07 13:06:48,1.539s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_Please enter valid email""), ""LqVTzjb8H0GS29zWb5N07g=="")",Chrome 72.0.3626.121,,2019-03-07 13:06:48,2019-03-07 13:06:49,0.914s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/button_LOGIN""))",Chrome 72.0.3626.121,,2019-03-07 13:06:49,2019-03-07 13:06:49,0.303s,PASSED
waitForPageLoad(10),Chrome 72.0.3626.121,,2019-03-07 13:06:49,2019-03-07 13:06:50,0.174s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/span_UserAccount""), 15)",Chrome 72.0.3626.121,,2019-03-07 13:06:50,2019-03-07 13:06:58,8.531s,PASSED
"items = getText(findTestObject(""Object Repository/BigBasket/Page_Online Grocery Shopping and On/span_0 items""))",Chrome 72.0.3626.121,,2019-03-07 13:06:58,2019-03-07 13:07:00,1.943s,PASSED
"count = Integer.parseInt(replace("" items"", """").trim())",Chrome 72.0.3626.121,,2019-03-07 13:07:00,2019-03-07 13:07:00,0.007s,PASSED
"println(""Count is : "" + count)",Chrome 72.0.3626.121,,2019-03-07 13:07:00,2019-03-07 13:07:00,0.009s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/span_UserAccount""))",Chrome 72.0.3626.121,,2019-03-07 13:07:00,2019-03-07 13:07:00,0.227s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/a_My Basket No Items""))",Chrome 72.0.3626.121,,2019-03-07 13:07:00,2019-03-07 13:07:11,10.615s,PASSED
waitForPageLoad(15),Chrome 72.0.3626.121,,2019-03-07 13:07:11,2019-03-07 13:07:11,0.018s,PASSED
driver = getWebDriver(),Chrome 72.0.3626.121,,2019-03-07 13:07:11,2019-03-07 13:07:11,0.018s,PASSED
if (count > 0),Chrome 72.0.3626.121,,2019-03-07 13:07:11,2019-03-07 13:07:11,0.001s,PASSED
Thread.sleep(1000),Chrome 72.0.3626.121,,2019-03-07 13:07:11,2019-03-07 13:07:12,1.009s,PASSED
closeBrowser(),Chrome 72.0.3626.121,,2019-03-07 13:07:12,2019-03-07 13:07:12,0.315s,PASSED
Start listener action : sampleAfterTestCase,Chrome 72.0.3626.121,,2019-03-07 13:07:12,2019-03-07 13:07:12,0.004s,PASSED
,,,,,,
Test Cases/BigBasket/LoginAndAddToCart,Chrome 72.0.3626.121,,2019-03-07 13:07:12,2019-03-07 13:07:54,41.670s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.121,,2019-03-07 13:07:12,2019-03-07 13:07:12,0.011s,PASSED
"openBrowser("""")",Chrome 72.0.3626.121,,2019-03-07 13:07:13,2019-03-07 13:07:15,2.072s,PASSED
"navigateToUrl(""https://www.bigbasket.com/"")",Chrome 72.0.3626.121,,2019-03-07 13:07:15,2019-03-07 13:07:22,7.173s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/a_Login""))",Chrome 72.0.3626.121,,2019-03-07 13:07:22,2019-03-07 13:07:23,0.383s,PASSED
"setText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_OR_email""), ""nivedita.hbti@gmail.com"")",Chrome 72.0.3626.121,,2019-03-07 13:07:23,2019-03-07 13:07:24,1.734s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_Please enter valid email""), ""LqVTzjb8H0GS29zWb5N07g=="")",Chrome 72.0.3626.121,,2019-03-07 13:07:24,2019-03-07 13:07:25,0.866s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/button_LOGIN""))",Chrome 72.0.3626.121,,2019-03-07 13:07:25,2019-03-07 13:07:25,0.275s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/span_UserAccount""), 15)",Chrome 72.0.3626.121,,2019-03-07 13:07:25,2019-03-07 13:07:33,7.520s,PASSED
"setText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_Shop for Rs.or moreand g""), ""Daal"")",Chrome 72.0.3626.121,,2019-03-07 13:07:33,2019-03-07 13:07:34,1.010s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/SearchIcon""), 10)",Chrome 72.0.3626.121,,2019-03-07 13:07:34,2019-03-07 13:07:35,0.867s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/SearchIcon""))",Chrome 72.0.3626.121,,2019-03-07 13:07:35,2019-03-07 13:07:39,4.404s,PASSED
waitForPageLoad(10),Chrome 72.0.3626.121,,2019-03-07 13:07:39,2019-03-07 13:07:43,3.896s,PASSED
"scrollToElement(findTestObject(""Object Repository/Page_Best Online Grocery Store in I/btn_ADD_item""), 10)",Chrome 72.0.3626.121,,2019-03-07 13:07:43,2019-03-07 13:07:43,0.298s,PASSED
driver = getWebDriver(),Chrome 72.0.3626.121,,2019-03-07 13:07:43,2019-03-07 13:07:43,0.002s,PASSED
"ele = driver.findElement(By.xpath(""(//button[@class='btn btn-add col-xs-9'][contains(text(),'Add')])[1]""))",Chrome 72.0.3626.121,This is ADD button in Key word search results to add product to basket,2019-03-07 13:07:43,2019-03-07 13:07:43,0.047s,PASSED
jse = driver,Chrome 72.0.3626.121,,2019-03-07 13:07:43,2019-03-07 13:07:43,0.002s,PASSED
"jse.executeScript(""arguments[0].click()"", ele)",Chrome 72.0.3626.121,,2019-03-07 13:07:43,2019-03-07 13:07:44,0.079s,PASSED
Thread.sleep(3000),Chrome 72.0.3626.121,,2019-03-07 13:07:44,2019-03-07 13:07:47,3.008s,PASSED
"bigBasketLogo = driver.findElement(By.xpath(""//div[@id='st-trigger-effects']/a[@title='Bigbasket']""))",Chrome 72.0.3626.121,,2019-03-07 13:07:47,2019-03-07 13:07:47,0.166s,PASSED
"jse.executeScript(""arguments[0].click()"", bigBasketLogo)",Chrome 72.0.3626.121,,2019-03-07 13:07:47,2019-03-07 13:07:51,4.191s,PASSED
waitForPageLoad(15),Chrome 72.0.3626.121,,2019-03-07 13:07:51,2019-03-07 13:07:51,0.028s,PASSED
Thread.sleep(1000),Chrome 72.0.3626.121,,2019-03-07 13:07:51,2019-03-07 13:07:52,1.005s,PASSED
"click(findTestObject(""Object Repository/Page_Best Online Grocery Store in I/noOfItemInBasket""))",Chrome 72.0.3626.121,,2019-03-07 13:07:52,2019-03-07 13:07:52,0.157s,PASSED
"noOfItemInBasket = getText(findTestObject(""Object Repository/Page_Best Online Grocery Store in I/noOfItemInBasket""))",Chrome 72.0.3626.121,,2019-03-07 13:07:52,2019-03-07 13:07:52,0.053s,PASSED
"println(""no Of Item In Basket ..."" + noOfItemInBasket)",Chrome 72.0.3626.121,,2019-03-07 13:07:52,2019-03-07 13:07:52,0.001s,PASSED
