Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BigBasket,Chrome 72.0.3626.109,,2019-02-25 16:33:16,2019-02-25 16:34:53,1m - 37.063s,FAILED
,,,,,,
Test Cases/BigBasket/BasketToCheckout,Chrome 72.0.3626.109,,2019-02-25 16:33:17,2019-02-25 16:34:02,44.916s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 72.0.3626.109,,2019-02-25 16:33:17,2019-02-25 16:33:17,0.020s,PASSED
"openBrowser("""")",Chrome 72.0.3626.109,,2019-02-25 16:33:18,2019-02-25 16:33:21,3.661s,PASSED
"navigateToUrl(""https://www.bigbasket.com/"")",Chrome 72.0.3626.109,,2019-02-25 16:33:21,2019-02-25 16:33:30,8.202s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/a_Login""))",Chrome 72.0.3626.109,,2019-02-25 16:33:30,2019-02-25 16:33:30,0.332s,PASSED
"setText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_OR_email""), ""nivedita.hbti@gmail.com"")",Chrome 72.0.3626.109,,2019-02-25 16:33:30,2019-02-25 16:33:31,1.281s,PASSED
"setEncryptedText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_Please enter valid email""), ""LqVTzjb8H0GS29zWb5N07g=="")",Chrome 72.0.3626.109,,2019-02-25 16:33:31,2019-02-25 16:33:32,0.468s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/button_LOGIN""))",Chrome 72.0.3626.109,,2019-02-25 16:33:32,2019-02-25 16:33:32,0.144s,PASSED
"waitForElementClickable(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/span_UserAccount""), 15)",Chrome 72.0.3626.109,,2019-02-25 16:33:32,2019-02-25 16:33:36,3.780s,PASSED
"setText(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/input_Shop for Rs.or moreand g""), ""Daal"")",Chrome 72.0.3626.109,,2019-02-25 16:33:36,2019-02-25 16:33:36,0.648s,PASSED
Thread.sleep(1000),Chrome 72.0.3626.109,,2019-02-25 16:33:36,2019-02-25 16:33:37,1.015s,PASSED
waitForPageLoad(15),Chrome 72.0.3626.109,,2019-02-25 16:33:37,2019-02-25 16:33:37,0.179s,PASSED
"click(findTestObject(""Object Repository/Page_Online Grocery Shopping and On/SearchIcon""))",Chrome 72.0.3626.109,,2019-02-25 16:33:37,2019-02-25 16:33:44,6.358s,PASSED
waitForPageLoad(10),Chrome 72.0.3626.109,,2019-02-25 16:33:44,2019-02-25 16:33:44,0.039s,PASSED
"scrollToElement(findTestObject(""Object Repository/Page_Best Online Grocery Store in I/btn_ADD_item""), 10)",Chrome 72.0.3626.109,,2019-02-25 16:33:44,2019-02-25 16:33:44,0.078s,PASSED
